Attock,185,Gujrat,1351
Bahawalnagar,264,Hafizabad,483
Bahawalpur,838,Jhang,191
Bhakkar,162,Jhelum,331
Chakwal,59,Kasur,441
Chiniot,160,Khanewal,146
DG Khan,1072,Khushab,170
Faisalabad,3677,Lahore,26429
Gujranwala,2062,Lodharan,230
Layyah,267,RY Khan,690
MB Din,224,Rajanpur,102
Mianwali,128,Rawalpindi,4145
Multan,3636,Sahiwal,322
Muzaffargarh,628,Sargodha,697
Narowal,160,Sheikhupura,731
Nankana,262,Sialkot,1508
Okara,166,TT Singh,285
Pakpattan,102,Vehari,297
